X,Y,SHAPE.LEN,SHAPE.AREA,NAME,OBJECTID,ALIAS
-87.7994949999965,41.9290077999738,4677.6067865,1316253.92691744,v30xxxp035c.jpg,3701,v30xxxp035c
-87.7966254997839,41.9290724499743,4783.61707316667,1381553.14505307,v30xxxp036c.jpg,3702,v30xxxp036c
-87.7939516746761,41.929054449961,4721.05879933334,1344496.10373697,v30xxxp037c.jpg,3703,v30xxxp037c
-87.7909011497837,41.9290606499741,4740.52070266667,1355404.16374125,v30xxxp038c.jpg,3704,v30xxxp038c
-87.7881608995734,41.9291903499737,4629.32998016667,1289398.01685737,v30xxxp039c.jpg,3705,v30xxxp039c
-87.7857362497837,41.9291346499739,4688.28261816667,1322478.40876367,v30xxxp040c.jpg,3706,v30xxxp040c
-87.782909949777,41.9291965999741,4758.6971755,1368751.63433492,v30xxxp041c.jpg,3707,v30xxxp041c
-87.7798843995631,41.9292738499742,4750.91044566667,1362852.39731787,v30xxxp042c.jpg,3708,v30xxxp042c
-87.7772006497814,41.929237399974,4691.05098533334,1323665.96451867,v30xxxp043c.jpg,3709,v30xxxp043c
-87.7774098997809,41.9255903499741,4712.26747833334,1336118.19286972,v30xxxp044csuba.jpg,3710,v30xxxp044csuba
-87.7786618997809,41.9247197499741,4712.26682216667,1336117.88097934,v30xxxp044csubb.jpg,3711,v30xxxp044csubb
-87.7819091999971,41.923983449974,4712.26747833334,1336118.19287316,v30xxxp044csubc.jpg,3712,v30xxxp044csubc
-87.804491449351,41.9262910999616,4613.72830533334,1286909.39662539,v30xxxp049c.jpg,3713,v30xxxp049c
-87.8044489743247,41.9242140999423,4658.9099735,1309192.47646037,v30xxxp050c.jpg,3714,v30xxxp050c
-87.8019747249045,41.925310199987,4533.6621925,1212493.2932739,v30xxxp051c.jpg,3715,v30xxxp051c
-87.7993262497899,41.9253545999739,4675.79314183334,1314709.05208208,v30xxxp052c.jpg,3716,v30xxxp052c
-87.7962999495772,41.925385949974,4686.3548005,1323423.56910079,v30xxxp053c.jpg,3717,v30xxxp053c
-87.793158874674,41.9254707999614,4786.852631,1383710.01571132,v30xxxp054c.jpg,3718,v30xxxp054c
-87.7901639995731,41.9255020999745,4786.90249966667,1381128.46334855,v30xxxp055c.jpg,3719,v30xxxp055c
-87.7871940248873,41.9254204499614,4764.061338,1366964.15352667,v30xxxp056c.jpg,3720,v30xxxp056c
-87.8047937995865,41.9217596499743,4739.00561383334,1351239.49074506,v30xxxp061c.jpg,3721,v30xxxp061c
-87.8021672997883,41.9218076999739,4693.91908983334,1328294.63788052,v30xxxp062c.jpg,3722,v30xxxp062c
-87.7993429497873,41.9217124999742,4751.336954,1360145.54675002,v30xxxp063c.jpg,3723,v30xxxp063c
-87.7966815497871,41.921714449974,4715.9571035,1339732.33910708,v30xxxp064c.jpg,3724,v30xxxp064c
-87.7937644746828,41.921770349987,4695.82066083334,1329394.65192549,v30xxxp065c.jpg,3725,v30xxxp065c
-87.7912951997887,41.9218246499741,4694.549666,1323746.28253014,v30xxxp066c.jpg,3726,v30xxxp066c
-87.7888819746805,41.9217969999871,4691.37578783334,1325802.29207945,v30xxxp067c.jpg,3727,v30xxxp067c
-87.7857389748888,41.921880899961,4709.277983,1334709.27442111,v30xxxp068c.jpg,3728,v30xxxp068c
-87.7827788497822,41.9218223999744,4774.84018783334,1372644.71228286,v30xxxp069c.jpg,3729,v30xxxp069c
-87.7795922251038,41.921888499987,4769.04623616667,1374318.40126392,v30xxxp070c.jpg,3730,v30xxxp070c
-87.7768914997797,41.9219589999745,4808.08749666667,1392483.84227641,v30xxxp071c.jpg,3731,v30xxxp071c
-87.7768299497813,41.9183739999738,4664.79906933334,1309381.0060932,v30xxxp072c.jpg,3732,v30xxxp072c
-87.8047138495816,41.9180456499744,4789.1105005,1385316.91210886,v30xxxp077c.jpg,3733,v30xxxp077c
-87.8019192748939,41.918087299987,4712.90330383334,1339432.48301357,v30xxxp078c.jpg,3734,v30xxxp078c
-87.7991094748935,41.9180512999869,4668.4375135,1314286.39887572,v30xxxp079c.jpg,3735,v30xxxp079c
-87.7963179497884,41.9180661499739,4679.21964416667,1317725.16103152,v30xxxp080c.jpg,3736,v30xxxp080c
-87.7937659997864,41.9180946999738,4668.66257866667,1312276.65193234,v30xxxp081c.jpg,3737,v30xxxp081c
-87.7913098497865,41.918119949974,4691.750459,1324275.44962903,v30xxxp082c.jpg,3738,v30xxxp082c
-87.7887356497812,41.9182727499741,4753.76673916667,1364356.85436517,v30xxxp083c.jpg,3739,v30xxxp083c
-87.7856525246793,41.9182768499607,4636.37196083334,1290534.19753111,v30xxxp084c.jpg,3740,v30xxxp084c
-87.7825509746712,41.9183318999611,4729.13489866667,1348252.24771167,v30xxxp085c.jpg,3741,v30xxxp085c
-87.7794758246693,41.9183815499611,4728.87899366667,1348066.79390991,v30xxxp086c.jpg,3742,v30xxxp086c
