"gid","geom","shape.len","img_path","objectid","win_path","rng","shape.area","filename","alias","twp","sec","unix_path","path","quarter","id"
1867,"01030000206B0D00000100000072000000F3182F4B112431419264FB5101623D414C777BED56243141E78C0BCB555A3D41895C32FF56243141D8F7C650535A3D412442E1A4592431417E0C9DFD085A3D412F0845A559243141C70850BC085A3D41900351615B24314191E918B2D7593D4165E7D7935B243141E901BEF9D1593D41538946B35D2431412E88AD9696593D416CCF6FB26D243141D8982E5BD3573D416DCAD0C26D243141DB87CDC0D1573D419548C6CFD12131419C8CCC8AB5573D415536D0D8B8203141ABF92BB5A9573D41441BBD75B720314127A768A0A9573D414D7E486837203141D569613DA4573D4140E47DC7351F3141E69B925999573D415E7BCE03341F31419305FB4CCB573D41BC3C7BA12F1F3141AF2C893B48583D41A363F4F02E1F31417B0E1F3C5C583D41F2F611FE2D1F31418E7DD04477583D4110C33D0B2D1F3141F7CD2D4492583D4182EEF9202C1F3141BA7E0D35AC583D41C032B6362B1F31413435ED25C6583D41D88F724C2A1F314172F1CC16E0583D41D8052F62291F314176B3AC07FA583D4192B2F977281F3141375638EF13593D41345AB68D271F3141BE2318E02D593D41681478AA261F3141FB5BAEC747593D4138ED34C0251F3141F5348EB861593D41E2DEF1D5241F31419B136EA97B593D4176E9AEEB231F314122F84D9A95593D41AB2A7A01231F31414DBDD981AF593D410C492917221F314151D20D7CC9593D41412E3306221F314110B40C7DCB593D41F0B4FD49201F3141064A8B1CFD593D41F369337E1E1F31418F39D1D32F5A3D410A8B66641E1F3141B87FF211335A3D4101042A581D1F3141D379240E515A3D41B6C7F6441C1F3141D7F14B0A6F5A3D41D282BA381B1F31414CFB7D068D5A3D41E540702C1A1F31419531040CAB5A3D41415B4220191F31414C25E2FEC85A3D415787010D181F314133E15D04E75A3D4129C6C500171F31415F099000055B3D41A4258AF4151F31414339C2FC225B3D41AFC35CE8141F3141964BA0EF405B3D413A4713DC131F3141FFAF26F55E5B3D415838E1C8121F3141456D4EF17C5B3D41A31BA6BC111F3141CCBB80ED9A5B3D41313D79B0101F3141E2EC5EE0B85B3D41804430A40F1F3141FF6FE5E5D65B3D41AABBFE900E1F3141FC4B0DE2F45B3D41A722C4840D1F31414FB93FDE125C3D41E48C7B780C1F31417D53C6E3305C3D41EA524F6C0B1F3141DBAAA4D64E5C3D413250B7AB0A1F3141ABD5F742645C3D4120501E590A1F3141B1A5CCD26C5C3D41D13AE44C091F3141A831FFCE8A5C3D41D3289C40081F314191EA85D4A85C3D41BD948656071F31417D136AA9C25C3D4179727034071F31419B6064C7C65C3D415DD83121061F31417A9FE0CCE45C3D41C646F814051F3141324A13C9025D3D41E7D5BE08041F314190FC45C5205D3D41DF8585FC021F31419BB678C13E5D3D41EB735AF0011F3141035357B45C5D3D4150811CDD001F31415DB8D3B97A5D3D413494E3D0FF1E31417D8906B6985D3D41D1C7AAC4FE1E31413F6239B2B65D3D41441C72B8FD1E3141A9426CAED45D3D4102CD42A5FC1E314181A194AAF25D3D416846FC98FB1E3141ABB61BB0105E3D41ED1AD28CFA1E3141B388FAA22E5E3D4114F39980F91E3141E9872D9F4C5E3D4104EC6174F81E3141AF8E609B6A5E3D410D272561F71E31415739DDA0885E3D41347FFB54F61E31412A2ABC93A65E3D4111DBC348F51E3141F747EF8FC45E3D41B6578C3CF41E3141896D228CE25E3D41EF355E29F31E314190114B88005F3D41B9F4261DF21E31417A467E841E5F3D413CD4EF10F11E3141FE82B1803C5F3D4196D4B804F01E314133C7E47C5A5F3D41DE388BF1EE1E3141178A0D79785F3D415E7B54E5ED1E3141A4DD4075965F3D4197DE1DD9EC1E3141EA387471B45F3D41A662E7CCEB1E3141E09BA76DD25F3D417E07B1C0EA1E31417A06DB69F05F3D41431384ADE91E3141C6EF03660E603D4123FA4DA1E81E3141B96937622C603D410AE50995E71E3141E210BF674A603D419C0DD488E61E3141409AF26368603D414BBCB575E51E3141C27CC75686603D41E2268069E41E31417615FB52A4603D4191953C5DE31E314161DB8258C2603D41E9410751E21E31416A83B654E0603D417BDD6FC3E11E31415E3665ABEF603D418776E93DE11E3141A0848B47FE603D41F264B431E01E31410D3CBF431C613D41F994A220E01E3141DE8866571E613D415B577125DF1E3141BA2047493A613D41176F15A0DE1E3141880771C948613D41FEA8481ADE1E3141FD1C3C9457613D416362C869DD1E31416B8AD3946B613D418ACD1616DD1E314162A93BDF74613D41797751B2DC1E3141857260957F613D41946ADF01DC1E31412AC1A38C93613D41B1325151DB1E31416F5E8F96A7613D41871EDDFAD91E314143526B39CD613D4186B23FD5D81E314196B37332EE613D411A5BCCB4461F3141193DA17DF2613D419077EEEE852331414764DFE91C623D41F40EB9EB0E243141B5CA214922623D41A1FF101E10243141B5EE495422623D41F3182F4B112431419264FB5101623D41",7962.19928865807,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wnw244012r.tif",1006,,"12",3534771.6769206,"wnw244012r.tif","wnw244012r","40","24",,,"wnw",
1868,"01030000206B0D0000010000001A00000018211FC9B23331414FC96B4FB6623D4169C588E3B73331416961A28C18623D41F9D95C11BA3331418F16969ED5613D41AC7C29A7CA3331416DABE0FCD45F3D419781F433E0333141241DF98C3B5D3D41EF9DBC29F733314139371EAF765A3D41B1888414F933314186A027013B5A3D4187E5FC1B0B343141B35365080E583D41CD13F5217931314106CF27E9F8573D41B921B9DEEC2E3141B8329C83E3573D4198E6ECD3D62E31412DBA492A9F593D410B56E0BBD22E3141E7B37FD3F1593D4180F37A45CE2E3141BA68A7684B5A3D412349FF06AB2E31412F503762105D3D41BE320709A62E3141DDC3950A755D3D41C1C04D6B8A2E3141F04CD96CA05F3D41396B954E7D2E3141C0B5B166A8603D416B35357F792E314122FD1CB9F4603D412B387A68652E31415C04358A89623D4165FC9D98762E314182A5E5308A623D418E2976590F313141C10EE024A4623D4131D76C600F313141CCF2EA24A4623D410A8EB3F58F31314187C3F21EA9623D419C70356FA9333141EB93CD1FBE623D41ABE138CAB233314100D62279BE623D4118211FC9B23331414FC96B4FB6623D41",8136.580450259791,"\\dc07nas01\GIS-VBLDGS1\images\80acres\ene244012r.tif",638,,"12",3647796.11796873,"ene244012r.tif","ene244012r","40","24",,,"ene",
1869,"01030000206B0D0000010000001600000080F37A45CE2E3141BA68A7684B5A3D410B56E0BBD22E3141E7B37FD3F1593D4198E6ECD3D62E31412DBA492A9F593D41B921B9DEEC2E3141B8329C83E3573D410D68C94FA9293141B893A03DB7573D41DF505DC1A6293141B863804EFF573D410AB163097A293141791D1A64E55C3D414AE9C94D76293141F6C2F9354E5D3D41D63C2BAF75293141D80E02435F5D3D4139CD84A67529314146B3D35A605D3D418E989DE67229314125BBD272AD5D3D41573F7459482931414AC3867856623D41C6C5A55452293141181A8DD256623D4117D8323D922A3141936DE55163623D41439CFC31DE2B31417175524270623D412B387A68652E31415C04358A89623D416B35357F792E314122FD1CB9F4603D41396B954E7D2E3141C0B5B166A8603D41C1C04D6B8A2E3141F04CD96CA05F3D41BE320709A62E3141DDC3950A755D3D412349FF06AB2E31412F503762105D3D4180F37A45CE2E3141BA68A7684B5A3D41",8108.626389474531,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wne244012r.tif",1319,,"12",3621931.38035853,"wne244012r.tif","wne244012r","40","24",,,"wne",
1870,"01030000206B0D00000100000016000000DF505DC1A6293141B863804EFF573D4184A4B172462731419929AD52EB573D41D18610330A2731419E775852E9573D416CCF6FB26D243141D8982E5BD3573D41538946B35D2431412E88AD9696593D4165E7D7935B243141E901BEF9D1593D41900351615B24314191E918B2D7593D412F0845A559243141C70850BC085A3D412442E1A4592431417E0C9DFD085A3D41895C32FF56243141D8F7C650535A3D414C777BED56243141E78C0BCB555A3D41F3182F4B112431419264FB5101623D41A1FF101E10243141B5EE495422623D419F00C6BFD526314151C984013E623D416817515E3E293141798E2C1556623D41573F7459482931414AC3867856623D418E989DE67229314125BBD272AD5D3D4139CD84A67529314146B3D35A605D3D41D63C2BAF75293141D80E02435F5D3D414AE9C94D76293141F6C2F9354E5D3D410AB163097A293141791D1A64E55C3D41DF505DC1A6293141B863804EFF573D41",7964.45912071908,"\\dc07nas01\GIS-VBLDGS1\images\80acres\enw244012r.tif",217,,"12",3537325.77173536,"enw244012r.tif","enw244012r","40","24",,,"enw",
1871,"01030000206B0D00000100000016000000EB7703FB571A31412955E776124D3D410849AAC2B2163141EDED82C3F34C3D4106EEC9F2881631415FD30F64F24C3D415E61E1573A1531416D89FE68E74C3D41EB15C1F22215314186EC559EE64C3D41F52CE42A161531416FBCA8EB494E3D418DD68DA213153141EF17CCAC904E3D41E89B4259CA143141FCCDC83388563D413E262FFDC9143141871F589F92563D41E6FF13C4C414314105BFA00724573D41CBCDBB4EFC193141EEF5A0025F573D416430E4BC181A3141CF07122D2D543D41F53258EC1C1A31417BAA4720B5533D417F4482511D1A31418EF9EE64A9533D4156A34D00201A314149C9203A5C533D417FA554082E1A3141125A6844C9513D41136764032F1A314129F2372DAD513D41C8724208301A3141BA9DFA308F513D41FAA01714311A3141ADC1C73471513D41FDEBFA1F321A3141F3C8402F53513D4199F92D5E331A31411A55B27A2F513D41EB7703FB571A31412955E776124D3D41",7931.80824305732,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wse234012r.tif",1518,,"12",3512564.22316392,"wse234012r.tif","wse234012r","40","23",,,"wse",
1872,"01030000206B0D0000010000001A000000DC1509C73F1F3141AE66895395563D416D756A2B501F31411610D89AEB543D4191AAE4C09B1F3141B2B644CD3E4D3D415DEBF37B4A1E31411263FBB2334D3D411F1C4503ED1D3141D85126A2304D3D413148ED33571D3141F97EA2B42B4D3D41381F3BBBF91C3141CB590DA4284D3D41C4ECA032541C31413A6D532F234D3D41A9EACD0E681A3141C631F5FE124D3D41EB7703FB571A31412955E776124D3D4199F92D5E331A31411A55B27A2F513D41FDEBFA1F321A3141F3C8402F53513D41FAA01714311A3141ADC1C73471513D41C8724208301A3141BA9DFA308F513D41136764032F1A314129F2372DAD513D417FA554082E1A3141125A6844C9513D4156A34D00201A314149C9203A5C533D417F4482511D1A31418EF9EE64A9533D41F53258EC1C1A31417BAA4720B5533D416430E4BC181A3141CF07122D2D543D41CBCDBB4EFC193141EEF5A0025F573D4140E47DC7351F3141E69B925999573D41FEBA4A363B1F3141939C35190C573D41742C71A93B1F3141EA1F9B7000573D41790D8A9E3E1F3141C94BDD90B3563D41DC1509C73F1F3141AE66895395563D41",7977.87502369795,"\\dc07nas01\GIS-VBLDGS1\images\80acres\ese234012r.tif",1602,,"12",3554241.30039772,"ese234012r.tif","ese234012r","40","23",,,"ese",
1873,"01030000206B0D0000010000000F00000018E2A4F4892F31417845F5A2A94D3D41155E70DE2E2F31413AA0C547A84D3D4118D17292962C3141F530A86A9E4D3D4149797BBDD62B3141A7B045949B4D3D41DBAF9E59FD293141204AA187944D3D4139513E05C62931413C1B4E6941543D410D68C94FA9293141B893A03DB7573D41B921B9DEEC2E3141B8329C83E3573D4183186231F72E31415FEB4CA537573D41D79CDFEE0B2F3141E1496ADEDD553D41455B5DE5132F31411CEF262959553D41D09D11B5192F3141F497F096F8543D412398B969342F3141A53EC86F3B533D419250731A3E2F31412E20A5C499523D4118E2A4F4892F31417845F5A2A94D3D41",7987.69262873813,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wse244012r.tif",1013,,"12",3611234.80464637,"wse244012r.tif","wse244012r","40","24",,,"wse",
1874,"01030000206B0D0000010000000B0000000D68C94FA9293141B893A03DB7573D4139513E05C62931413C1B4E6941543D41DBAF9E59FD293141204AA187944D3D4182CB78BF6527314110F9A61E7F4D3D411BBDA836CC2431414945E6A4694D3D416DCAD0C26D243141DB87CDC0D1573D416CCF6FB26D243141D8982E5BD3573D41D18610330A2731419E775852E9573D4184A4B172462731419929AD52EB573D41DF505DC1A6293141B863804EFF573D410D68C94FA9293141B893A03DB7573D41",8003.19576176543,"\\dc07nas01\GIS-VBLDGS1\images\80acres\esw244012r.tif",1581,,"12",3558603.92410622,"esw244012r.tif","esw244012r","40","24",,,"esw",
1875,"01030000206B0D0000010000000F0000001BBDA836CC2431414945E6A4694D3D4126FBA02C34223141F1A19D3B544D3D4191AAE4C09B1F3141B2B644CD3E4D3D416D756A2B501F31411610D89AEB543D41DC1509C73F1F3141AE66895395563D41790D8A9E3E1F3141C94BDD90B3563D41742C71A93B1F3141EA1F9B7000573D41FEBA4A363B1F3141939C35190C573D4140E47DC7351F3141E69B925999573D414D7E486837203141D569613DA4573D41441BBD75B720314127A768A0A9573D415536D0D8B8203141ABF92BB5A9573D419548C6CFD12131419C8CCC8AB5573D416DCAD0C26D243141DB87CDC0D1573D411BBDA836CC2431414945E6A4694D3D41",7984.63549313139,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wsw244012r.tif",1492,,"12",3545046.99187716,"wsw244012r.tif","wsw244012r","40","24",,,"wsw",
1879,"01030000206B0D000001000000180000006D601A204FA83141BAE12625024A3D4112D677D053A831411B5A39D25B493D416D6A6B6657A83141B367D230DC483D41A34562546BA831410211AD161A463D41C43208E5A8A63141BDC09E6A12463D41B74DB4F076A63141846E738911463D416C471F2D83A431415FE07B0909463D41B578D1EEDCA33141C1AB6B3506463D419B55FA9235A33141D20B3B5603463D4147E1187210A33141DE92AED6344B3D410B4F510F09A331412F4621103D4C3D41DA53A2BC04A33141B4DD6BF2D74C3D41E03FB32F01A3314168E14481574D3D41A23AC23EEBA23141738EE71269503D41F0CA6D23F9A5314144D90CA274503D41D8B8B8C298A73141B350E9C47A503D41BA43AB5A20A83141FEDF07C27C503D4120E4A4FF23A83141AA641D82FC4F3D417D37177E38A83141F14A4B17254D3D41281AC69C40A831411A16474B054C3D410F2147B940A8314189A84649014C3D4192483FEF44A83141DDBBDDB86B4B3D41A57B0BDC45A83141D8E75BB64A4B3D416D601A204FA83141BAE12625024A3D41",7989.751316903251,"\\dc07nas01\GIS-VBLDGS1\images\80acres\enw254013r.tif",530,,"13",3548807.66121242,"enw254013r.tif","enw254013r","40","25",,,"enw",
1880,"01030000206B0D0000010000001700000085FD18B119B33141C3D55AAAEF3B3D41A1488CE3E2B13141CB398589E93B3D41330D101D3CB13141B012FD34E63B3D41FAED1AA34DB03141465C8280E13B3D4106E1C3B252AF31410BB01D86DC3B3D415ACBFD4BFFAE314136F70CE1DA3B3D41CB5D268E71AE3141CBEFC211D83B3D41FA5A17C4E8AD31417542D35ED53B3D41D75DF628BBAD314130BD075C02413D41BD4E2ED6A4AD31414B7775639A433D41A648B36F99AD3141122F56E3EC443D4170F9BB2895AD3141EA00FD056D453D41F8C194958EAD31415EDCFB4D30463D41073C35CB9DAD31411035649030463D41825A0E0980AF3141B9DC3ABA38463D41B866886125B031414019597F3B463D419C766EECCBB03141EF4A65503E463D41F8EE6993CFB2314133FFE12E47463D415CF0F360F2B231412412B61B6C413D4162FA50EBF5B231410FAA353EED403D4170429B9BFAB2314188E67EEF45403D41B237AD5802B33141CA4C9FF1313F3D4185FD18B119B33141C3D55AAAEF3B3D41",7975.36186125394,"\\dc07nas01\GIS-VBLDGS1\images\80acres\ese254013r.tif",1427,,"13",3544560.35111085,"ese254013r.tif","ese254013r","40","25",,,"ese",
1881,"01030000206B0D00000100000018000000FA5A17C4E8AD31417542D35ED53B3D4108D0AEAB92AD31414F639CABD33B3D41EA295BD59AAC3141ED34B9CBCE3B3D41B7A05C7098AC31410C79D2BDCE3B3D4148E5F4BCB0AB3141155CB322CA3B3D41E3A8D3364FAB31411ED2EC34C83B3D413E193FCEA2AA3141C7C06BCFC43B3D414CAB7B44B7A83141B92AEF12BB3B3D418F7F1A66ABA831417B9DE22B5A3D3D41999AF941AAA8314113042949823D3D413ABFE7DA98A83141C1E6CD89E13F3D419229765091A831419AA71C20EA403D41665B61537EA8314192A06F8F81433D41A3A824E77BA83141B99F9416D6433D416D03F85574A83141FB76369ADE443D41A34562546BA831410211AD161A463D41C14A3E98F2AB31410717B95429463D41278869D195AC31414B1623142C463D41F8C194958EAD31415EDCFB4D30463D4170F9BB2895AD3141EA00FD056D453D41A648B36F99AD3141122F56E3EC443D41BD4E2ED6A4AD31414B7775639A433D41D75DF628BBAD314130BD075C02413D41FA5A17C4E8AD31417542D35ED53B3D41",7953.72331310834,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wse254013r.tif",1164,,"13",3509504.67042453,"wse254013r.tif","wse254013r","40","25",,,"wse",
1882,"01030000206B0D000001000000210000004CAB7B44B7A83141B92AEF12BB3B3D4150C77DB387A53141D1790BF2AA3B3D41CF0A48F08AA431414B477AF2A53B3D41734CA5954EA43141EC0E0AC6A43B3D410B7F571D81A33141E027B0B5A03B3D419EF724B07FA33141E6C95855D23B3D41D74FEFF97BA33141F93DC734553C3D4110FB6A2778A33141F12B8E03DC3C3D41A0CED64076A33141E55320FF1D3D3D412CB8BEE075A331410FA827062C3D3D4110E9E2A874A331412CD7E786573D3D41E05F790F72A331410BF6042DB23D3D41D125F15B5BA331412485EAB1D1403D41EFE318B544A331412938A64CEE433D41CA9CC2D741A331418BAA742653443D413F2CAA893EA331416228577CC7443D4184C989CA3AA33141B6719E734B453D418CC0AF333AA331418D39775D60453D419F001A173AA33141DC00207264453D419B55FA9235A33141D20B3B5603463D41B578D1EEDCA33141C1AB6B3506463D416C471F2D83A431415FE07B0909463D41B74DB4F076A63141846E738911463D41C43208E5A8A63141BDC09E6A12463D41A34562546BA831410211AD161A463D416D03F85574A83141FB76369ADE443D41A3A824E77BA83141B99F9416D6433D41665B61537EA8314192A06F8F81433D419229765091A831419AA71C20EA403D413ABFE7DA98A83141C1E6CD89E13F3D41999AF941AAA8314113042949823D3D418F7F1A66ABA831417B9DE22B5A3D3D414CAB7B44B7A83141B92AEF12BB3B3D41",7984.1736026279605,"\\dc07nas01\GIS-VBLDGS1\images\80acres\esw254013r.tif",424,,"13",3545947.88167568,"esw254013r.tif","esw254013r","40","25",,,"esw",
1883,"01030000206B0D0000010000001B0000000702A1AC3496314127879FC0BF453D4189700BE19D93314151C91744B0453D419C3692DA8A9331415D389C8E47483D41217BC8378293314119D90D1B74493D41CBF21C9E7C93314143C9574E384A3D41F204226E6993314121B71DCA7D4D3D418FE42E6F53933141F3F6E30116503D416D7E1D518398314177E77FAB35503D418C1271F98C98314132A6B8E235503D4155A0A6279F98314162D66E02A04D3D41BAA35697A198314160E90495474D3D41A2E9908AA7983141591665E76E4C3D41D84D8314AE983141FBEA9C0E814B3D41B3E8C94AB1983141C34ADB6D0C4B3D4123E8155CB4983141020946B89C4A3D41F09BB764BE983141A0D76E4EB5483D413D780B46C89831413EF14B16D4463D41DE37141BC9983141DA1FB555AC463D418A582EF0C99831416636CA8B84463D41D50E5AB7CA9831416184C5C15C463D418B57748CCB9831416AB4DAF734463D413BFBA30CCC98314129C086EB1C463D4145C3DBEECC98314128D9BFD0F1453D410D5F830FCD983141A793B579EB453D41856518D6CD983141C3895D46CF453D41C28EAEA8D99631418D3A869AC3453D410702A1AC3496314127879FC0BF453D41",7992.436475640051,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wne264013r.tif",1510,,"13",3554279.79763886,"wne264013r.tif","wne264013r","40","26",,,"wne",
1884,"01030000206B0D0000010000003300000019472C65BD8E3141A443D6BC92453D41D9C270726B8E314163DF0ECE90453D41578AC5F1598E3141C17D49BF29483D41B2EFDD93558E3141E472A6B5CF483D41CB0D39B5488E3141B761ED28B84A3D4134EE5EA2488E31412FAB26DBBA4A3D41DCF0E3BB478E31410F65DF8ADD4A3D41D8B3E48C478E3141C054C635E44A3D415C41B67F468E3141F9DCDFD50C4B3D41DA9C8864458E3141822B347F354B3D41FA756B57448E314199A9F9155E4B3D418CFE97FF438E3141B30AC6DB6B4B3D414B849756438E3141725280C2834B3D41473F3543438E314144C95ABF864B3D41D6560736428E31416B87745FAF4B3D41986CE221418E3141039D81FFD74B3D4182999B0D408E31415D0A37B2004C3D41D5D6E2AD3F8E3141C2CF90FA0E4C3D41225744B33D8E3141F72A574A5A4C3D417702B2123D8E31417325E363714C3D41BAE528FC3B8E31415BB6C5539B4C3D4149ED9FE53A8E31419E55A843C54C3D4193DDD6093A8E3141AB3506E9E54C3D41F8067160398E3141D4A6B907FE4C3D418C2EA0AA388E314146535423194D3D41B1A41794378E31419E1D3713434D3D415629A976368E3141301BB9F96C4D3D416165E3B6358E3141F6B611B9894D3D41FA5777B6348E31415A2BA02DAF4D3D41E68202BD338E314136613BA2D44D3D414F4060CE328E314172E5D2F9F74D3D41E619B1CC318E31416940A01F1E4E3D417E00CFCA308E31412B176A61444E3D4191F3457E308E3141EE07E6C84F4E3D410E705A572F8E31413C36D9117B4E3D41893688372E8E314107DF3048A64E3D418F364985298E31410C00A028584F3D41E96C573C268E31414BA15A18D54F3D41B0087858258E31414319435CF64F3D41B445D48313923141036C9E5A0E503D412926058D50933141EFB1EDE915503D418FE42E6F53933141F3F6E30116503D41F204226E6993314121B71DCA7D4D3D41CBF21C9E7C93314143C9574E384A3D41217BC8378293314119D90D1B74493D419C3692DA8A9331415D389C8E47483D4189700BE19D93314151C91744B0453D41F75B74B20591314168BBDE91A0453D418B84D1A904913141DF8BA586A0453D41D64C0B8FB39031416854E3989E453D4119472C65BD8E3141A443D6BC92453D41",7982.530802553971,"\\dc07nas01\GIS-VBLDGS1\images\80acres\enw264013r.tif",1114,,"13",3539346.64330208,"enw264013r.tif","enw264013r","40","26",,,"enw",
1885,"01030000206B0D000001000000360000003AE1B9B77F8A3141BAD8EB1679453D41B71A514038893141D4CD6A5771453D412653D5CB2E8931412080C606BE463D41FECE1768258931410AF1702E09483D4120634A5E25893141E38286BF0A483D41E110A0E91B89314183E7399457493D412E5D78B412893141B4E8FC489C4A3D413121BE700C8931416B6B117F784B3D41DB14319BFF883141F1A09B4E3D4D3D41AAD4F93EF5883141E53115F2A94E3D41C07C1EBAEC88314145079575D64F3D410128A4681E8E31416C94492AF64F3D41B0087858258E31414319435CF64F3D41E96C573C268E31414BA15A18D54F3D418F364985298E31410C00A028584F3D41893688372E8E314107DF3048A64E3D410E705A572F8E31413C36D9117B4E3D4191F3457E308E3141EE07E6C84F4E3D417E00CFCA308E31412B176A61444E3D41E619B1CC318E31416940A01F1E4E3D414F4060CE328E314172E5D2F9F74D3D41E68202BD338E314136613BA2D44D3D41FA5777B6348E31415A2BA02DAF4D3D416165E3B6358E3141F6B611B9894D3D415629A976368E3141301BB9F96C4D3D41B1A41794378E31419E1D3713434D3D418C2EA0AA388E314146535423194D3D41F8067160398E3141D4A6B907FE4C3D4193DDD6093A8E3141AB3506E9E54C3D4149ED9FE53A8E31419E55A843C54C3D41BAE528FC3B8E31415BB6C5539B4C3D417702B2123D8E31417325E363714C3D41225744B33D8E3141F72A574A5A4C3D41D5D6E2AD3F8E3141C2CF90FA0E4C3D4182999B0D408E31415D0A37B2004C3D41986CE221418E3141039D81FFD74B3D41D6560736428E31416B87745FAF4B3D41473F3543438E314144C95ABF864B3D414B849756438E3141725280C2834B3D418CFE97FF438E3141B30AC6DB6B4B3D41FA756B57448E314199A9F9155E4B3D41DA9C8864458E3141822B347F354B3D415C41B67F468E3141F9DCDFD50C4B3D41D8B3E48C478E3141C054C635E44A3D41DCF0E3BB478E31410F65DF8ADD4A3D4134EE5EA2488E31412FAB26DBBA4A3D41CB0D39B5488E3141B761ED28B84A3D41B2EFDD93558E3141E472A6B5CF483D41578AC5F1598E3141C17D49BF29483D41D9C270726B8E314163DF0ECE90453D419063719B208D3141EFA978FB88453D416B1181151B8D314103BEC0DE88453D41AA64E3B4D08B3141B9853A0E81453D413AE1B9B77F8A3141BAD8EB1679453D41",7993.20648126771,"\\dc07nas01\GIS-VBLDGS1\images\80acres\wnw264013r.tif",1314,,"13",3552288.17563315,"wnw264013r.tif","wnw264013r","40","26",,,"wnw",
1886,"01030000206B0D00000100000021000000B15998B3F6983141BA3A133AD0453D41856518D6CD983141C3895D46CF453D410D5F830FCD983141A793B579EB453D4145C3DBEECC98314128D9BFD0F1453D413BFBA30CCC98314129C086EB1C463D418B57748CCB9831416AB4DAF734463D41D50E5AB7CA9831416184C5C15C463D418A582EF0C99831416636CA8B84463D41DE37141BC9983141DA1FB555AC463D413D780B46C89831413EF14B16D4463D41F09BB764BE983141A0D76E4EB5483D4123E8155CB4983141020946B89C4A3D41B3E8C94AB1983141C34ADB6D0C4B3D41D84D8314AE983141FBEA9C0E814B3D41A2E9908AA7983141591665E76E4C3D41BAA35697A198314160E90495474D3D4155A0A6279F98314162D66E02A04D3D418C1271F98C98314132A6B8E235503D41D5C65FF98C983141C0CB0CEC35503D4127031F7FB39D3141E963B35F55503D419398FB90B69D3141862BA3EDE94F3D41664BAE93B89D3141600F0F80A34F3D41A1CCC481C69D3141FFFF3550BB4D3D41CA573E39D99D31417CA508BF2B4B3D4166C9F085D99D31416AF33386204B3D41C90E9CA5DD9D3141562595D3904A3D419D19DC18EC9D3141D5649BB195483D4199954A7FEC9D31415BB597E287483D41B49BBE81FF9D31419C7F8E30EE453D41C521BCB7FE9D314121F8142FEE453D416EE6F259619D3141E0746885EA453D417304ACDE979A3141697300ECD9453D41B15998B3F6983141BA3A133AD0453D41",7976.62568036437,"\\dc07nas01\GIS-VBLDGS1\images\80acres\ene264013r.tif",1115,,"13",3522297.00381625,"ene264013r.tif","ene264013r","40","26",,,"ene",
1887,"01030000206B0D0000010000001E00000045A0C051C4933141336E61E05A403D419CBADC16D5933141E90C88E1DD3D3D4115F2627EE6933141C3A5A10E493B3D413D4E3CFD9A923141A02ADC6D413B3D41F2646A6C4E913141D95605C3393B3D41210604EF4D913141C2831FC2393B3D41BC57421A02903141E8ECD719323B3D4105922AB3B58E3141CBA1BA712A3B3D41AADBEE12B58E3141DA2296702A3B3D41E0F34F11A38E3141C2855E5DBD3D3D41EA4C79069E8E3141AD0102A7753E3D41076713759A8E3141EF488DD5F73E3D4101FD8BA5918E314158C702573B403D41BD6B18C2908E314198019A595C403D41BFE34F6F908E3141F25F6A5A67403D41AFFD7531878E3141E318A1E3B1413D41F23CEAF37D8E3141C9C18A47FC423D41D34848976B8E31418F63E2E28B453D41D9C270726B8E314163DF0ECE90453D4119472C65BD8E3141A443D6BC92453D41D64C0B8FB39031416854E3989E453D418B84D1A904913141DF8BA586A0453D41F75B74B20591314168BBDE91A0453D4189700BE19D93314151C91744B0453D41893878CE9D9331418D4C227F94453D4164B5E541AF9331411EAE5C0A1B433D41BBD9726EAF933141970FF4C115433D41A50AF128C3933141505637D186403D413D82FC74C39331419AD806C77B403D4145A0C051C4933141336E61E05A403D41",7988.198715552221,"\\dc07nas01\GIS-VBLDGS1\images\80acres\esw264013r.tif",274,,"13",3543538.62823069,"esw264013r.tif","esw264013r","40","26",,,"esw",
